ID_CLIENTE,CURP
693,TYGI2WXAIA8WYW3BCL
694,6HHRJLHKGPKU6ZPM99
695,CFLACOOFGHW80MYMRU
696,L9Y667O7BGKTJ9VJ6Q
697,TNNLI9EAIF4ORI7Q4I
698,SROYASMC3XMU00GYEF
699,T1LZWK2OWHKBEQWIS2
700,CDDM9JKMTF2MW1Z7AU
701,IUSHQ00Y8CYXXP4E9W
702,4ON5HTX8K3IQYW3P82
703,KJNGAR4DLMWL0USIHC
704,X0L56771D1Q7JSYD9C
705,O8UZBO0ITH0WWHPEXE
706,JQOMH8RSP5QRGCW4F9
707,ZFVOAOCKN7HFECDHHO
708,5J7TSODLMHTXJLO5DE
709,WVPS1E6TQ2NSMAGJVE
710,88YSJRZNRND2559EB7
711,2RVPZ4DT6VSHAWFWEX
712,AXM0JURNDHLDNRX6TZ
713,EJPBBZ9UIZQ9G1NTWL
714,2IPK9ECYOLZWLA2DAA
715,9M4O4R2VOO2AESRCVS
716,WOMGSDPQ2EDDWCRPW1
717,9SD3E6HT3H7643USW9
718,ZC6460VW44HRTSNQ7C
719,L0BT6GD7MWPO9ZLXYN
720,OX1VJN06860MC0NFSU
721,GNUIEAS2F9ZPHUNBYG
722,SDNN42UBAURQ610PUR
723,TI4Y2I5PZF9511ZQ6T
724,X4W8A8Y0XRNWA6EZGX
725,BMYL2DK6M8FTDMR66U
726,BQAT5N6PXH7S49IDQM
727,UICNIYQR920YAP5IV9
728,8VCAPO18QCZ6EW43B6
729,SNCWM6XI9TBZSOL1U4
730,3KGAICOTXD7EM7KZM4
731,59JGBX8MNH2GG4GWSR
732,T2E364MSO99Z87UJ0Z
733,V01IVDFTZ7L57VSRMM
734,IIQZRGS6F9D0V9050Y
735,IDZ6B5K5BZQEN6DYZZ
736,7Y8IQN7QSMWMELFK61
737,C14TE2IC49P9D9EWB4
738,YM0TYQKXM1O3X3T6K2
739,79EE7PK4XX9N3FRIRX
740,ZVX15OKNMOULIV3UHI
741,C9MFVIVDR70ZCVH424
742,OGPUXJQKQQOGJQD7QT
743,59X97JDAEZ0B2S3T88
744,STPA849GQYS68CPS4C
745,9YJ6GHZ1DBSI5F9HDR
746,92FD2W73DRF7FR57UG
747,Q4X4U945MNPD42FCIQ
748,HC5O30VEI6GRMKDLWW
749,P1DW1UOKV9JSHUDPMS
750,QH1SIT4G7X7Z04RX8M
751,MQQDIATVZBO5RB4ML2
752,2PJ9SCPW7WBO6CCS2N
753,0B0IT9S2NTWWD6K7AG
754,IUHU9621GROFFKQO2G
755,83XCFLNCJVAVX53QU9
756,9EMENTSJN9Q9519B0G
757,6D7B6OVRSK2ST2X81A
758,Q1KAMGUTTNRK8MKUG1
759,2VACK632M3WL0EXHKZ
760,7WDB8NOY2U7HP7R81Z
761,3AWSOPV1R8X8P03FQH
762,64AFDIJW51VF8C3Y4H
763,AAHA1FQ41BV13DX66K
764,2TCTB8K97CFQO9FTNB
765,D1Q5NQMFAQ75KJWHCB
766,YXXLJCNTGMVTG3JB5A
767,D9NP6NTRC1VK32GL5L
768,3T3BXLK4L5OKDMPNWD
769,3V6UEJ5XGUJF4IPZBP
770,T5VBN87AW8O8Y7NZJV
771,AVH8Y93CWR44RRF27V
772,18E6MP8073JL2A8KJ6
773,GX8UDJ1J5DLEF9ZIP9
774,V13FBQDNN4ITI7HSWV
775,36ZAOMINA4U7X11LZG
776,LXY9DT8WPCIBI642CG
777,EC5RL9VT7BNH6QHSWY
778,WX6QRR0FR912T68VMV
779,MZL2U5TITGJKGUZV0B
780,7CWBV23F6KROQPKKDA
781,37OTPV51ALGE6V5UT0
782,AWJU5C5PX86MI8R9GN
783,8YWDKDILDECAQVE611
784,1YWZ0ODPRZ8F9AYZCD
785,LY5Z8P9YBJ2ESK2SVA
786,ATGG5UPA5OCTE3EFC3
787,12BWQ3PDN6A47834CJ
788,2UBDYARWBLNZUVWELN
789,PZCBKIDIYJONVDHMNR
790,5FIZ0H08C2IG7O5GUF
791,EE07FT52P4SFU5ZS0P
792,BQO06OIVR6HKAUX4QM
793,N34QU58XZB2QYNLNAB
794,JOWFVZJPXM6LB1OR5V
795,FX7NAJUOXAOMSII2GD
796,245E0OR7MDWTP9IQBG
797,BF59USCEICIO52HPC9
798,A254ALF0Y5ANCTIM2N
799,60LCP9CLHRGYV8VBAU
800,JNRN9H6TX80K9Q4BEB
801,EMN02XUN6FX5ITQWFJ
802,JV9LNIXJYC6PHVQ6RL
803,7TSW0UB5HBOY2Y62IA
804,ICXD1XMZI1ZCUWD2PF
805,Z70I4BUBYLHZTWU6FL
806,4LAHKRH8GUH22L3CUP
807,TV1RHNX9JNU22KH2G7
808,SQXNN5Z2WJ8MLWK9P6
809,D9CUHKJP9BQT9N8VUF
810,KVNTJDKTIKTCAM74EQ
811,TT5RG63AFELAP4G2F6
812,AWYOR03YJZUUDPRATI
813,5HDPBKH1EB68QZ67ZU
814,QDGFYDTX9Q9GJLJ7K1
815,5VUF2ZC2JV9J2112OH
816,1N027853WA0W57P4ON
817,LOGMRJHK7IBLFPN9AM
818,Z2MCKROL86LSBKNG0W
819,OTCUT5RV6CWUS8XT23
820,XONUKIQUQHEE18C5IP
821,516I7MRS7ZLO7B2NHJ
822,BATRNWSQPE4CPBQVQD
823,R0FQKRNRJVMHKC2T8P
824,7VO26NGSCZAIBA826Q
825,GJT2RFMAIW1HGBZEJ6
826,SUUZ9EN0P445I1EHN8
827,4QZ023E50P3P3XJYUF
828,DB4I0WF4LW659DL400
829,Y6JZYEVQV3ZV740G5M
830,Y5P723ZAQIYL9B3554
831,Y873IRH39I7ADUIJ6X
832,Q56S386XNW8DVGF33Z
833,1LHQE9Q8UF1ZHOJALW
834,OYS6AWMD44OJU0EQT4
835,ABVV1UYN78W2K7GZ5C
836,V50JE5YC7519TLYQDF
837,H11I32WSLWN3D4TA8T
838,S3Z9H3K4I9MAX8WQ8D
839,M26W12Q7HWSR06TXHG
840,356ZOO9RI3X37GUCN4
841,7JPY4CCSROT9M2149Y
842,FGWRZ2DV7PK45TWCWJ
843,YY1JPA607T3DCF1C4V
844,AYLBVFIBEBJCPFY3XA
845,PW855DMXPRAYIWUK97
846,L2UP7HYDFRRW02L44M
847,CGQC0ZNTTG7MN3JL7F
848,3Q8SOFVW3F5HAVI2NJ
849,G8CGFTR9HLSMVXRVXR
850,Z3IVAK45AUS7DIKT1I
